Name,Rating,Origin,Roast Level,Aroma,Acidity/Structure,Body,Flavor,Aftertaste,Review
Colombia Planadas Ibague,93,"Tolima Department, Colombia",Medium-Light,9,8,9,9,8,An invitingly bittersweet Colombia Pink Bourbon processed by the anaerobic natural method: chocolaty and citrusy with floral undertones.
Burundi Kabarore Commune,92,"Kayanza Province, Burundi",Medium-Light,9,8,8,9,8,"A friendly, accessible washed Burundi cup; crisply chocolaty and nut-toned throughout."
Ecuador Peñaherrera AAA,95,"Ibarra, Imbabura Province, Ecuador",Medium-Light,9,9,9,9,9,A compelling berry- and chocolate-driven Ecuador cup with juicy acidity and a plush mouthfeel.
Panama Hacienda La Esmeralda Porton 5N49 Gesha Natural,95,"Alto Quiel, Panama",Medium-Light,9,9,9,10,8,"A dynamic, exhilarating Panama Gesha driven by flowers and big, balanced fruit throughout."
Kona SL34 Champagne Natural Uluwehi Farm,95,"Holualoa, Kona, Big Island of Hawai’i",Medium-Light,9,9,9,9,9,"A Kona from the admired SL34 variety processed by a proprietary method that promotes a distinctly rich, juicy, fruit-driven cup."
Ethiopia Yirgacheffe Adado,94,"Yirgacheffe growing region, southern Ethiopia",Medium-Light,9,9,9,9,8,"A fine, classic washed Ethiopia Yirgacheffe cup: high-toned, driven by sweet florals and stone fruit."
Costa Rica Cordillera de Fuego,93,"Tarrazu growing region, Costa Rica",Medium-Light,9,8,9,9,8,A sweetly spice-driven cup with warm notes of baking spices and both bright and dark fruits.
Tanzania Mbeya Mimba,95,"Mbozi, Mbeya growing region, southwestern Tanzania",Medium-Light,9,9,9,9,9,"A deeply pleasing Tanzania cup, multi-layered and complete — richly sweet, deeply savory, spice-toned and floral."
Costa Rica La Chumeca,94,"Santa Maria de Dota, Costa Rica",Medium-Light,9,9,9,9,8,"A harmonious, integrated natural-processed Costa Rica cup: juicy, deep-toned and fruit-driven."
Ethiopia Sidamo Yirgalem,92,"Sidamo growing region, southern Ethiopia",Medium-Light,9,8,8,9,8,"A sweet, fruit-first natural-processed Ethiopia cup with a blueberry and chocolate throughline."
Gesha Spirits,95,"Huila, Colombia",Medium-Light,9,9,9,10,8,"A complex, nuanced Colombia Gesha cup processed by an elaborate variation on the traditional washed method."
Kenya Nyeri Hill Farm AA TOP,94,"Nyeri growing region, south-central Kenya",Medium-Light,9,9,9,9,8,"A classic Kenya cup: deeply sweet, richly savory, balanced and juicy-bright with both sweet (narcissus) and spicy (lavender) floral impulses."
Philippines Sitio Belis 1017,93,"Benguet, Philippines",Medium-Light,9,9,8,9,8,A deeply aromatic Philippines cup evoking tropical fruit and rich cocoa.
Philippines Sitio Belis 1014,92,"Benguet Province, The Philippines",Medium-Light,8,8,9,9,8,"An attractive anaerobically processed Philppines cup with an especially viscous, syrupy mouthfeel."
Costa Rica Tarrazu Dota El Diosa Geisha,93,"Tarrazu growing region, Costa Rica",Medium-Light,9,9,8,9,8,A pretty Costa Rica Geisha processed by the honey method. Floral-driven with ballast from cocoa notes.
Ethiopia Gedeb Worka Single Variety 74110 G1,92,"Gedeb District, Gedeo Zone, southern Ethiopia",Medium-Light,9,8,8,9,8,A friendly washed Ethiopia cup with notes of pear and crisp chocolate as throughlines.
Costa Rica Las Montañas Honey,94,"Tarrazú growing region, Costa Rica",Medium-Light,9,9,9,9,8,A paradoxically bright yet deep honey-processed Costa Rica cup with a sweet herb throughline.
Colombia Finca La Guaca Ají,94,"Pitalito Municipality, Huila Department, Colombia",Light,9,9,9,9,8,A focused but lush cup from trees of a rare indigenous Ethiopian landrace variety grown in Colombia called Aji — tropical-leaning with a cocoa backbone.
44˚N 68˚W Bar Harbor,92,Costa Rica; Sumatra,Medium-Light,9,8,8,9,8,"A solid, medium-roasted Costa Rica/Sumatra blend that offers deep earthy sweetness juxtaposed with crisp fruit."
Panama Finca Santa Teresa,93,"Chiriquí Province, Panama",Medium-Light,9,9,8,9,8,"A floral-toned, chocolaty, and very affordable Panama cup with particularly vibrant acidity."
Zambia Mafinga Hills Natural,92,"Northern Province, Zambia",Medium-Light,9,8,8,9,8,"An interesting, rare natural-processed Zambia coffee, worth seeking out for its unique cup profile and leading notes of dried fruit and resinous amber."
Mexico Altura Natural Water Process Decaf,91,"Chiapas, Mexico",Medium-Light,8,8,9,9,7,"A solid decaffeinated Mexico coffee, processed without harsh solvents, that preserves pleasing chocolate and florals in the cup."
Area Code 207,90,Sumatra; Colombia,Medium,9,8,8,8,7,"A sweet-toned darker-roasted blend with notes of dark chocolate and spicy florals, complicated by hints of gently scorched, smoky cedar."
Karatina Kenya,95,"Nyeri County, Kenya",Medium-Light,9,9,9,9,9,"An elegantly powerful, classically composed Kenya cup with rich aromatics and a range of lively fruit, flowers and chocolate on the palate."
Karamo Ethiopia,94,"Sidama growing region, Ethiopia",Medium-Light,9,9,9,9,8,"A spice-toned, floral-driven natural-processed Ethiopia cup with bright fruit notes and juicy acidity."
Ethiopia Natural Shakisso Mormora 74112,95,"Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,9,9,9,9,9,"An engaging, cleanly natural-processed single-variety Ethiopia cup: bright, chocolaty, floral and fruity."
Ethiopia Washed Shakisso Mormora 74112,95,"Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,9,9,9,9,9,"A complex, nuanced washed Ethiopia cup alive with spice-toned florals, richly bittersweet citrus, and distinct cocoa."
Classic Blend,93,Nicaragua; Guatemala,Medium-Light,9,8,8,9,8,"A friendly, accessible, balanced cup: richly cocoa-toned with crisp fruit and lush mouthfeel."
Ethiopia Keramo Natural,93,"Sidama growing region, Ethiopia",Medium-Light,9,8,9,9,8,"A confident, fruit-forward, cocoa-toned Ethiopia natural cup with an impressively smooth mouthfeel."
Costa Rica Los Torres Microlot Black Honey,93,"Rivas District, Chirripo Region, Costa Rica",Medium-Light,9,8,9,9,8,"A cleanly fruit-forward, invitingly floral Costa Rica cup processed by the black honey method."
Colombia Tres Dragones,95,"Caicedonia, Valle de Cauca Department, Colombia",Medium-Light,9,9,9,9,9,"A sweetly fermenty fruit bomb with both vibrantly bright and savory-deep impulses, juicy and complex."
Colombia Quindio Anaerobic Natural,94,"Quindio Department, Colombia",Medium-Light,9,9,9,9,8,"A deeply satisfying, savory-sweet Colombia anaerobic with wide-ranging aromatics and dried fruit and warming spices on the palate."
Colombia Pink Bourbon,94,"Pitalito, Huila Department, Colombia",Medium-Light,9,9,9,9,8,"A focused, complex Colombia Pink Bourbon with top notes of wild berry and cocoa nib and a throughline of spicy-sweet florals and citrus zest."
Philippine Heritage Microlot,93,"Atok, Benguet, The Philippines",Medium,9,8,9,9,8,"A balanced, rich-toned, darker roasted coffee from smallholding farmers in The Philippines — chocolaty, floral, and driven by notes of baking spices."
Colombia Cumbarco Lot 397,93,"Caicedonia, Valle de Cauca Department, Colombia",Medium-Light,9,9,8,9,8,"A classic washed Colombia cup with crisp stonefruit notes, balanced acidity, a richly sweet structure."
Meridiano Ecuador,93,"Quito, Pichincha Province, Ecuador",Medium-Light,9,8,9,9,8,"A nuanced, multi-layered Ecuador cup that’s paradoxically both bright and deep."
Malaysia Sabah Honey,92,"Sabah State, East Malaysia",Medium-Light,9,8,9,9,8,"A fine cup from the Malaysian state of Sabah, which occupies part of the island of Borneo: sweet, spice-toned; original and rare."
Ruby Sweet Lychee,92,"Yirgacheffe growing region, southern Ethiopia",Medium-Light,8,9,8,9,8,"A friendly, gently fruit- and floral-driven washed Ethiopia cup."
Fruits Island,90,"Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,8,8,8,9,7,A quietly inviting natural-processed Ethiopia cup with tart fruit and distinct aromatic wood notes.
Peru Gesha,94,"Pacaybamba growing region, Peru",Medium-Light,9,9,9,9,8,"A high-toned, spice-driven, very floral Peru Gesha cup. A good value for this impressive, rare, usually expensive coffee variety."
Ecuador Loja Hacienda La Papaya Bourbon Sidra 168hr Anaerobic Natural,95,"San Lorenzo, Saraguro, Loja, Ecuador",Light,10,9,9,9,8,"An integrated, sensorially diverse experimental Ecuador cup characterized by savory floral notes, unabashed fruit, and exciting aromatics."
Santa Elena Colombia Caturra Natural,92,"Antioquia Department, Colombia",Medium-Light,9,8,8,9,8,"An easygoing, approachable natural-processed Colombia cup with a sweetly tart cup profile complicated by hints of cocoa nib and spicy florals."
Decaf Colombia Finca Las Nubes,90,Colombia,Medium-Light,8,8,9,8,7,"A balanced, crisply sweet decaffeinated Colombia cup with an especially plush mouthfeel."
Nicaragua Selva Negra,93,"Matagalpa, Nicaragua",Medium-Light,9,8,9,9,8,A resonant Nicaragua natural cup with a throughline of grape candy and chocolate fudge.
Colombia UVI Cochidas,93,"Huila Department, Colombia",Medium-Light,9,9,8,9,8,A fine Colombia cup — sweet-toned with lively citrus and baking spice notes — by a collective that supports emerging farmers.
Panama Finca Deborah Afterglow Geisha Natural,95,"Volcán growing region, Chiriquí Province, Panama",Light,9,9,9,9,9,"An inviting, harmoniously complex, multi-layered natural Geisha cup with particularly deep, vibrant aromatics."
Colombia Exótico De Altura,94,"Giraldo, Antioquia, Colombia",Medium-Light,9,8,9,9,9,"A multi-layered washed Colombia cup with leading notes of dark chocolate and blackberry — intensely aromatic, balanced, deep."
Kenya Nyeri Yerihar AA Top Lot 21/01,94,"Nyeri growing region, south-central Kenya",Medium-Light,9,9,9,9,8,"A juicy Kenya cup with deep fruit and florals, supported by a confident sweet-savory structure."
Colombia Wush Wush Dynamic Natural,95,"San Augustín, Huila Department, Colombia",Light,9,9,9,9,9,"A multi-layered, deeply complex yeast-fermented Ethiopia Wush Wush cup with deep fruit, crisp cocoa, and a subtle sweet ferment redolent of wine barrel."
Rwanda Gatare,94,"Nyamasheke District, Western Province, Rwanda",Medium-Light,9,9,9,9,8,"A confident, complex Rwanda cup with rich fruit, deep chocolate, and spicy floral notes."
Guatemala ASPROCDEGUA Women Producers,93,"Huehuetenango, Guatemala",Medium-Light,9,8,9,9,8,"A balanced, inviting women-farmed Guatemala cup."
Costa Rica Naranjo Danilo Salazar Arias,94,"Alajuela, Costa Rica",Medium-Light,9,9,9,9,8,"A lively, juicy-bright natural-processed Costa Rica cup with inviting fruit and floral notes throughout."
Kenya Kahunyo AA,93,"Nyeri growing region, south-central Kenya",Medium-Light,9,9,8,9,8,"A savory, richly Kenya cup with appealing floral notes and a bright sweetness supported by deep aromatic wood impulses."
Honduras COMSA Oscar Omar Alonzo,93,"Marcala, Honduras",Medium-Light,9,8,9,9,8,"Delicately sweet-tart, deeply aromatic. Baking chocolate, apricot, grapefruit zest, hazelnut butter, rhododendron in aroma and cup. Sweet-tart structure with brisk acidity; full, satiny mouthfeel. The nut-toned finish is lifted by rhododendron-like florals."
Rwanda Gasharu Natural,92,"Nyamasheke District, Rwanda",Medium-Light,8,8,9,9,8,"A friendly, easygoing Rwanda cup, cleanly natural processed, with deep fruit, floral, and nut tones."
Ethiopia Guji Shakiso G1 Honey,94,"Sidama growing region, southern Ethiopia",Medium-Light,9,9,9,9,8,"A fruit and flower medley, this honey-processed Ethiopia cup is berry-toned with a richly floral throughline and supporting notes of dark chocolate."
Yemen Haraaz Red Mahal Aqeeq ul Station Natural,97,"Sharqi, Haraaz, Yemen",Medium-Light,10,9,9,10,9,"A gorgeous stunner of a classic Yemen cup: fruit-laden, floral and sweetly herbaceous — a heady coffee, both aromatically and on the palate."
Brazil Fazenda Samambaia Natural Fermentation Arara,95,"Santo Antônio do Amparo, Minas Gerais State, Brazil",Medium-Light,9,9,9,9,9,"A plush, sweet-toned, experimentally processed natural Brazil cup with a pleasing suggestion of grappa-like spirits."
Brazil Ipanema Premier Cru Gold A49 Cherry,93,"Serra da Mantiqueira, Brazil",Medium-Light,9,8,9,9,8,"A friendly, crisply sweet, anaerobic natural Brazil cup with a particularly expansive, fruit-toned aroma."
Brazil Natural Veloso Estate,93,"Cerrado Mineiro, Brazil",Medium-Light,8,9,9,9,8,"A quietly transcendent Brazil natural cup, harmonious and integrated."
Sítio Pedra Menina,93,"Alto Caparaó, Minas Gerais State, Brazil",Medium-Light,8,9,9,9,8,"A vibrant, juicy, floral- and citrus-toned cup with complicating sweet herb undertones."
Brazil Sítio Ponte Fazenda Ponte,93,"Chapada Diamantina region, Bahia State, Brazil",Medium-Light,9,8,9,9,8,"A quietly confident Brazil cup redolent of caramel apple, framed in fragrant aromatic wood notes suggesting cedar."
Brazil Red Catuaí Double-Anaerobic,93,"Minas Gerais State, Brazil",Medium-Light,9,9,8,9,8,"A quietly confident anaerobic natural Brazil cup, chocolaty, deep, floral, fruit-toned."
Brazil Legender Sitio Taquara Natural,92,"Campestre, Minas Gerais State, Brazil",Medium-Light,8,9,9,8,8,"Classic Brazil: richly sweet, deeply nut-toned, chocolate-edged."
Brazil Mogiana Aparecid Farm,93,"Mogiana growing region, Sao Paulo State, Brazil",Medium-Light,9,8,9,9,8,"Delicate cocoa, crisp orange, and a fine, satiny mouthfeel distinguish this quietly original Brazil."
Costa Rica Canet Musician Series Bach Raisin Honey,94,"Tarrazu, Costa Rica",Medium-Light,9,8,9,9,9,"A deep-toned, fruit-driven honey-processed Costa Rica cup with an especially inviting aftertaste and a whisper of appealing whiskey barrel-like ferment."
Peru Amazonas Los Santos Geisha Natural,95,"Utcubamba Province, Amazonas region, northern Peru",Light,9,9,9,10,8,"A spice-toned, richly aromatic, floral-driven Peru Geisha cup that evokes a tropical garden — the cup’s flavor notes are especially balanced and exciting."
Ethiopia Odola Washed,95,"Uraga, Guji Zone, Oromia Region, Southern Ethiopia",Light,9,9,9,10,8,"A pretty, quietly confident washed Ethiopia cup that foregrounds notes of wild berries and spicy florals — elegant, exciting and inviting."
Minanga Village Sulawesi,94,"Toraja growing region, south-central Sulawesi, Indonesia",Medium-Light,9,8,9,9,9,"A top-notch Sulawesi cup with a sweet-herb throughline, rich chocolate, crisp herb, and balanced fruit and floral notes, with a long, lingering finish."
Ka‘ū Tropical Punch Washed,94,"Ka‘ū, Big Island of Hawai’i",Medium-Light,9,9,9,9,8,"A playful, aptly named blend of washed-process coffees from two different Ka‘ū farms, fermented with several yeast strains and redolent of tropical fruit and cocoa nib."
Birambo Village DR Congo,93,"South Kivu Province, Democratic Republic of the Congo",Medium-Light,9,8,9,9,8,"A solid DR Congo cup with notes of stone fruit, florals, cocoa nib, nuts, and sweet herbs."
Kenya Kamgogo Small Lot Reserve,93,"Nyeri County, Kenya",Medium-Light,9,9,8,9,8,"A balanced, appealing Kenya cup: deep-toned, richly savory, and thoroughly chocolaty."
Ethiopia Belayneh Bariso Natural,95,"Sidama growing region, southern Ethiopia",Medium-Light,9,9,9,9,9,"A classic natural-processed Sidama cup: balanced, fruit-focused, cocoa-toned and richly sweet."
Kuta Kofi Papua New Guinea,93,"Upper Waghi Valley, Jiawaka Province, Papua New Guinea",Medium-Light,9,8,9,9,8,"An imminently welcoming PNG cup, classic in its profile, with leading notes of caramel and bittersweet citrus."
Rwanda Gatare Natural,93,"Western Province, Rwanda",Medium-Light,9,8,9,9,8,"A pretty natural-processed Rwanda cup, fruit-forward and nutty with floral undertones."
Rock the House Blend,93,"Africa, South America, Central America",Medium-Light,9,8,9,9,8,"A solid house blend from Madison’s JBC Coffee Roasters — balanced, affordable, pleasingly familiar."
Kona SL34 Champagne Natural Uluwehi Farm,94,"Holualoa, Kona, Big Island of Hawai’i",Medium-Light,9,9,9,9,8,"A complex, multi-layered Kona SL34 cup processed by an experimental method designed to intensify aromas and flavors — juicy, bright, harmonious, richly sweet."
Yemen Al Mashtal Al Burhani,95,"Haraaz, Yemen",Medium-Light,9,9,9,9,9,"An impressive, intensely aromatic Yemen cup with both sweet and tart fruit notes and an integrated aromatic wood throughline that result in a lively, integrated cup profile."
Ka‘ū Lactic Natural,95,"Ka‘ū, Big Island of Hawai‘i",Medium-Light,9,9,9,9,9,"A uniquely composed, experimentally processed Ka‘ū cup, produced in very small quantities and worth seeking out."
Sumatra Yellow Bourbon,93,"Pematang Purba, Simalungun, Sumatra, Indonesia",Medium-Light,9,8,9,9,8,A Sumatra cup that’s atypical in its processing method (conventionally washed rather than washed and wet-hulled like traditional Sumatras) and almost Kenya-like in its sweet-savory balance.
Colombia Finca El Paraiso Castillo Red Plum,94,"Cauca Department, Colombia",Light,9,9,9,9,9,"A uniquely composed, double-anaerobic washed Colombia cup that’s flavor-saturated and harmoniously sweet-tart-savory — unusual and inviting."
Ethiopia Guji Uraga Tebe Burku Natural,94,"Guji Zone, Oromia Region, Southern Ethiopia",Medium-Light,9,9,9,9,8,"An integrated, cleanly natural-processed Ethiopia cup, fruit-driven, with an especially rich, creamy mouthfeel."
Ethiopia Yirgacheffe Konga Natural,93,"Yirgacheffe growing region, southern Ethiopia",Medium-Light,9,8,9,9,8,A rich-toned natural Yirgacheffe cup with an invitingly savory-leaning structure and especially viscous mouthfeel.
Costa Rica Brunca Rivense Las Moras Black Honey,94,"Brunca growing region, Costa Rica",Medium-Light,9,9,9,9,8,A resonant black honey-processed Costa Rica cup with intense berry and dark chocolate notes and an intriguing hint of oaky wine.
Ethiopia Yirgacheffe Hama Washed,94,"Yirgacheffe growing region, south-central Ethiopia",Medium-Light,9,9,9,9,8,"A delicately high-toned, crisply sweet-tart washed Yirgacheffe cup with a floral throughline."
Guatemala Antigua Bella Carmona,93,"Antigua growing region, Guatemala",Medium-Light,9,8,9,9,8,"A balanced, resonant Guatemala cup animated by inviting floral, chocolate, and dried fruit notes."
Peru Washed Santa Monica Gesha,96,"Amaybamba, Cusco, Peru",Medium-Light,9,9,9,10,9,"A dreamy but bright, fruit-toned Peru Gesha — tropics in a cup."
Taiwan Washed Alishan Ching-Ye Farm SL34,94,"Alishan, Chia-Yi City, Taiwan",Medium-Light,9,9,9,9,8,"A complex, intriguing coffee from Alishan, a region in Taiwan famous for its tea production. Honeyed berry and spicy flowers predominate."
Ethiopia Guji Odo Shakiso,94,"Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,9,9,9,9,8,"A fruit-forward, natural-processed Guji cup with a hint of sweet ferment and deep nut and cocoa undertones."
Colombia Beasaquito,93,"Buesaco, Nariño Department, Colombia",Light,9,8,9,9,8,"A balanced, friendly, cleanly natural processed Colombia cup with sweet throughlines of chocolate and honey."
Ethiopia Sidamo Karamo,95,"Sidamo growing region, southern Ethiopia",Light,9,9,9,9,9,"A beautiful classic washed Ethiopia cup with complex citrus, delicately deep floral, and sweet herb notes."
Gigesa Ethiopia,94,"Guji Zone, Oromia Region, Ethiopia",Medium-Light,9,9,9,9,8,"A deep-toned Ethiopia natural: cleanly fruity, richly chocolaty, juicy-sweet."
Oahu Triple-Bourbon “Sparkling” Yeast Ferment,94,"Maunawili growing region, southeastern Oahu, Hawaii",Medium-Light,9,9,9,9,8,"An unusual coffee in almost every respect: From trees of three Bourbon-related varieties of Arabica grown on the Hawaiian island of Oahu and dried in the fruit after a yeast-inoculated ferment, culminating in an original, complex cup."
Rayo del Sol Peru,93,"Panchia, Tabaconas, Cajamarca Department, Peru",Medium-Light,9,9,8,9,8,"A woman-farmed Peru, lush, floral and deep-toned in the cup."
Colombia Ibague Tolima,94,"Tolima Department, Colombia",Light,9,9,9,9,8,A sweetly herbaceous Colombia natural cup that gets ballast from bright fruit notes at the top and deep cocoa underneath — subtly juicy and savory.
Monte Alban Mexico,93,"Yautepec, Miahuatlán, Oaxaca State, Mexico",Medium-Light,9,9,8,9,8,"A brightly sweet Oaxaca cup, chocolaty, tart and floral-toned."
Ethiopia Guji Buku,93,"Kebele Buku Sayisa, Guji Zone, Oromia region, Ethiopia",Medium-Light,9,9,8,9,8,A tartly and cleanly fruit-toned natural-processed Ethiopia cup with rich nut and chocolate complications.
Flores Peru,93,"El Diamante, San Ignacio, Cajamarca Department, Peru",Medium-Light,9,8,9,9,8,A very pretty Peru cup with especially full mouthfeel and crisp notes of chocolate and stone fruit.
Glory Days,92,"Veracruz, Mexico",Medium,8,8,9,9,8,"A women-farmed Mexico cup that’s deftly darker-roasted, with notes of chocolate fudge and Fig Newton."
Costa Rica Anaerobic Cordillera de Fuego,93,"Tarrazu growing region, Costa Rica",Medium-Light,9,8,9,9,8,"A floral-toned anaerobic Costa Rica cup with warming spices — clove, cinnamon, nutmeg — throughout."
Nyakibanda Rwanda,93,"Nyakibanda, Huye, Rwanda",Medium-Light,9,9,8,9,8,"An engaging, confident Rwanda cup: crisply chocolaty, delicately floral, citrus-driven."
Guatemala Antigua Pastores,92,"Antigua growing region, Guatemala",Medium-Light,9,8,9,8,8,"A friendly, balanced Guatemala cup with rich, sweet nut tones and crisp, citrusy herb."
Kenya Karatu,94,"Kiambu County, Kenya",Medium-Light,9,9,9,9,8,"A classic Kenya cup with notes of sweet fruit and spicy florals, along with a rich toffee throughline."
Kibingo Burundi,92,"Kayanza Province, northern Burundi",Medium-Light,8,8,9,9,8,A sweet-savory cup with stone fruit and chocolate in front and background notes of fresh goat cheese.
Costa Rica Cattleya Anaerobic,93,"Naranjo, Central Valley, Costa Rica",Medium-Light,9,9,8,9,8,"A berry-driven, citrus-toned anaerobic natural Costa Rica, complex and multi-layered."
Ecuador Taza Dorada Finca Cruz Loma,96,"San Jose de Minas, Pichincha, Ecuador",Medium-Light,9,9,9,10,9,"A beautifully structured, floral-toned Ecuador cup with elegantly bright acidity and lyrically plush mouthfeel."
Costa Rica Los Cedros,93,"La Piedra de Rivas, Chirripó, Costa Rica",Medium-Light,9,9,8,9,8,"A balanced, harmonious Costa Rica cup driven by notes of stone fruit, spicy florals, and richly sweet nut tones."
Kona Bourbon Champagne Natural Uluwehi Farm,95,"Holualoa, Kona, Big Island of Hawai’i",Medium-Light,9,9,9,9,9,"A uniquely composed, experimentally processed cup that’s well worth a detour to enjoy a brilliant tweak on the familiar Kona profile, with especially vibrant acidity."
Peru Pangoa,92,"Junín Province, Peru",Medium-Light,9,8,8,9,8,A caramelly and citrus-driven Peru cup complicated by pleasing sweet nut and floral tones.
Guatemala Campamento Alto,92,"Huehuetenengo Department, Guatemala",Medium-Light,8,8,9,9,8,"An engaging, multi-layered, quietly confident Guatemala cup."
Panama Hacienda La Esmeralda Geisha Washed,95,"Boquete growing region, western Panama",Medium,9,9,9,9,9,"A deftly darker-roasted Geisha cup with distinct notes of chocolate fudge throughout, supported by creamy nut and sweetly spicy flowers."
Peru Garden of Eden Farcent Geisha Anaerobic Washed,94,"Villa Rica District, Pasco Department, Peru",Medium-Light,9,9,9,9,8,"An odd though compelling Peru Geisha cup, wide-ranging and original in its flavor and aromatic nuance yet complete and integrated."
Pointu Laurina,95,"Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium,9,9,9,9,9,"Here a darker roast amplifies the intricate resonance of Hula Daddy’s rare Pointu Laurina, a naturally low-caffeine bean that sacrifices nothing in flavor."
Ecuador Finca Cruz Loma,95,"San Jose de Minas, Pichincha, Ecuador",Medium-Dark,9,9,9,9,9,"A complex, multi-layered Ecuador cup, with distinct floral and chocolate tones and an enticing whiff of smoked almond. A splash of cream can make this coffee exhilaratingly dessert-like."
Aged Sumatra Semiga,94,"Simalungun, Sumatra, Indonesia",Medium-Dark,9,9,9,9,8,"An intriguing aged Sumatra, deftly roasted to bring out musky spice notes, pipe tobacco and dark chocolate."
Indonesia Sumatra Kerinci Valley,94,"Mount Kerinci Highlands, Sumatra, Indonesia",Medium,9,9,9,9,8,"A deceptively nuanced, enigmatic Sumatra cup with enticing aromatics that lean toward a sweet earthiness."
Ka’u Classic Dark,94,"Ka’u growing region, Big Island of Hawai’i",Medium,9,9,9,9,8,"This Ka’u Typica strikes a lovely balance between the depth of a classic dark roast and the levity of a fruit- and floral-driven, medium-roasted Typica cup."
Odin’s Viking Brew,93,"Aceh Province, northern Sumatra, Indonesia",Medium-Dark,9,8,9,9,8,"A classic darker-roasted Sumatra cup — sweetly earth-toned, richly chocolaty, deep."
Dark Side of the Bloom,93,"Colombia; Guatemala; Sumatra, Indonesia",Medium,9,8,9,9,8,"A resonant, confident, sweetly earthy Sumatra-based blend roasted to the very beginning of the “second crack,” where the influence of dark-roast character first makes itself felt."
Jlove99,93,"Nyeri growing region, south-central Kenya",Medium-Dark,9,9,8,9,8,"A roast-rounded, complex Kenya cup with classic currant and crisp chocolate notes and an especially vibrant acidity, particularly given the darker roast."
Kenya Auction Lot,92,Kenya,Medium-Dark,9,8,9,9,7,"A fine Kenya roasted in Peet’s classic dark style, which here encourages surprising depth while retaining the crisp coherence of the classic Kenya profile."
Black Magic Blend,92,Not disclosed,Medium,8,8,9,9,8,An appealingly roasty-sweet blend with leading notes of dark chocolate and roasted walnut and an especially lush mouthfeel.
Dark Canyon,91,Peru; Honduras; Mexico,Medium-Dark,8,8,8,9,8,"Unabashedly smoky with chocolaty depth, this Peru/Honduras/Mexico blend offers comfortingly classic dark-roast aromas and flavors."
Sumatra Dark,90,"Sumatra, Indonesia",Dark,8,7,9,9,7,"An earth-toned Sumatra cup with subdued acidity, gently dry cocoa notes, and rich aromatic wood suggestions."
Major Dickason’s Blend,87,Americas; Indo-Pacific,Medium-Dark,8,7,8,8,6,"The popular Peet’s blend, here roast-prominent and sweetly wood-framed, with undertones of cocoa powder."
Pike’s Place Blend,84,Latin America,Dark,7,6,7,7,7,"This blend retains its popularity, despite what reads here as a flat, bitterish cup, with only some backgrounded sweetness and nuance."
Sumatra Boru Batak,95,"Lintongnihuta, northern Sumatra, Indonesia",Medium-Light,9,9,9,10,8,"A wide-ranging, deeply nuanced Sumatra cup — complex, enigmatic, floral, chocolaty, tropical."
Honduras Reserve Luis Nolasco Nanolot,93,"Santa Elena, Honduras",Medium-Light,9,8,9,9,8,"A balanced, satisfying Honduras cup produced in partnership with Catracha Coffee, a profit-sharing export and development organization focused on improving the coffees and livelihood of farmers in the community of Santa Elena."
Barokah Honey Sumatra,95,"Gunung Tujuh, Kerinci, Sumatra, Indonesia",Medium-Light,9,9,9,9,9,"A nuanced, multi-layered, richly aromatic Sumatra cup characterized by notes of baking spices and citrus zest — and a serious bargain as well."
Ethiopia Gediyo Kochere Shifo Washed G1,92,"Yirgacheffe growing region, southern Ethiopia",Medium-Light,8,9,8,9,8,"A floral-driven, spice-toned washed Ethiopia cup with rich aromatic wood notes."
Colombia Finca La Primavera Sidra,96,"Huila, Colombia",Light,9,9,9,10,9,"A gorgeous rendition of the Sidra variety of Arabica from Colombia: complex, lyrical, nuanced, deep."
Ethiopia Natural Guji Dasaya SP,95,"Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,9,9,9,9,9,"A deep, enticing natural-processed Ethiopia cup with crisp and dried berry notes and sweet florals throughout."
Ethiopia Anaerobic Shantawene,94,"Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,9,9,9,9,8,"A pungent, multi-layered anaerobically processed Ethiopia cup offering a particularly wide range of aroma and flavor notes."
Ethiopia Bensa Asefa Qonqana,94,"Sidamo (also Sidama) growing region, south-central Ethiopia",Light,9,9,9,9,8,"An harmonious, inviting washed Ethiopia cup in which fruit, flowers and chocolate gracefully commingle."
Ethiopia Durato Bombe,94,"Bombe mountains, Sidama Region, southern Ethiopia",Medium-Light,9,9,9,9,8,"An engagingly vibrant, deeply sweet, richly tart and chocolaty natural-processed Ethiopia."
Ethiopia Washed Shantawene,94,"Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,9,9,9,9,8,An elegant stone fruit-driven washed Sidama cup with leading notes of nectarine and citrus and a cocoa-toned throughline.
Indonesia Sumatra Natural Aceh Musara SC19,94,"Aceh Province, northern Sumatra Indonesia",Light,9,9,9,9,8,"An unusual natural-processed Sumatra cup, redolent with stone fruit and baking chocolate with umami underpinning."
Kenya Washed Kabingara AA,94,"Kirinyaga County, south-central Kenya",Medium-Light,9,9,9,9,8,"Red fruit and crisp cocoa notes characterize this deeply aromatic, richly complex, classic Kenya cup."
